rgn_id,product,tonnes,year
1,ornamentals,0,2024
2,ornamentals,0,2024
3,ornamentals,0,2024
4,ornamentals,0,2024
5,ornamentals,3.2,2024
6,ornamentals,4.61741404504902,2024
7,ornamentals,0,2024
8,ornamentals,2.7360748716512653,2024
9,ornamentals,0.34197464973123815,2024
10,ornamentals,0,2024
11,ornamentals,0.25875420970785895,2024
12,ornamentals,0,2024
13,ornamentals,0,2024
14,ornamentals,42.1975,2024
15,ornamentals,5591.2315,2024
16,ornamentals,137.79129430005045,2024
17,ornamentals,6.22,2024
18,ornamentals,127.614,2024
19,ornamentals,0,2024
20,ornamentals,0.18075530291330194,2024
21,ornamentals,0,2024
24,ornamentals,0,2024
25,ornamentals,653.0095,2024
26,ornamentals,0,2024
28,ornamentals,0,2024
29,ornamentals,0,2024
30,ornamentals,0,2024
31,ornamentals,0,2024
32,ornamentals,0,2024
33,ornamentals,0,2024
34,ornamentals,0,2024
35,ornamentals,0,2024
36,ornamentals,0,2024
37,ornamentals,5.049,2024
38,ornamentals,0,2024
39,ornamentals,302.6565,2024
40,ornamentals,234.814,2024
41,ornamentals,0.05,2024
42,ornamentals,0.3715,2024
43,ornamentals,174.40200000000002,2024
44,ornamentals,0,2024
45,ornamentals,0,2024
46,ornamentals,0,2024
47,ornamentals,0.1,2024
48,ornamentals,0,2024
49,ornamentals,0,2024
50,ornamentals,0,2024
51,ornamentals,0,2024
52,ornamentals,2.43,2024
53,ornamentals,44.138,2024
54,ornamentals,8.0655,2024
55,ornamentals,0,2024
56,ornamentals,0,2024
57,ornamentals,0,2024
58,ornamentals,0,2024
59,ornamentals,5.7090000000000005,2024
60,ornamentals,0,2024
61,ornamentals,0,2024
62,ornamentals,0,2024
63,ornamentals,0,2024
64,ornamentals,0,2024
65,ornamentals,0,2024
66,ornamentals,0,2024
67,ornamentals,601.88,2024
68,ornamentals,0,2024
69,ornamentals,0,2024
70,ornamentals,0,2024
71,ornamentals,172.868,2024
72,ornamentals,0,2024
73,ornamentals,0,2024
74,ornamentals,0,2024
75,ornamentals,0,2024
76,ornamentals,1.6805,2024
77,ornamentals,0.49918586123419434,2024
78,ornamentals,1.343,2024
79,ornamentals,2.207010771305258,2024
80,ornamentals,0,2024
81,ornamentals,0,2024
82,ornamentals,0,2024
84,ornamentals,0,2024
85,ornamentals,0,2024
86,ornamentals,0,2024
88,ornamentals,0,2024
89,ornamentals,0,2024
90,ornamentals,0,2024
91,ornamentals,0,2024
92,ornamentals,0,2024
93,ornamentals,0,2024
94,ornamentals,0,2024
95,ornamentals,0,2024
96,ornamentals,0,2024
97,ornamentals,0,2024
98,ornamentals,0,2024
99,ornamentals,0,2024
100,ornamentals,0,2024
101,ornamentals,0.025,2024
102,ornamentals,10.86,2024
103,ornamentals,0,2024
104,ornamentals,0,2024
105,ornamentals,0,2024
106,ornamentals,23.285,2024
107,ornamentals,0,2024
108,ornamentals,0,2024
110,ornamentals,0,2024
111,ornamentals,0,2024
112,ornamentals,3.7815,2024
113,ornamentals,0,2024
114,ornamentals,9.451162409145935,2024
115,ornamentals,1.9234546726071866,2024
116,ornamentals,0,2024
117,ornamentals,0,2024
118,ornamentals,0,2024
119,ornamentals,0,2024
120,ornamentals,0,2024
121,ornamentals,0,2024
122,ornamentals,0,2024
123,ornamentals,0,2024
124,ornamentals,0,2024
125,ornamentals,0,2024
126,ornamentals,6.0765,2024
127,ornamentals,0,2024
129,ornamentals,0,2024
130,ornamentals,18.7115,2024
131,ornamentals,114.038,2024
132,ornamentals,67.6065,2024
133,ornamentals,0,2024
134,ornamentals,0,2024
135,ornamentals,7.983337888470418,2024
136,ornamentals,0,2024
137,ornamentals,4.501,2024
138,ornamentals,16.166,2024
139,ornamentals,0,2024
140,ornamentals,0,2024
141,ornamentals,0,2024
143,ornamentals,0,2024
144,ornamentals,0,2024
145,ornamentals,0,2024
146,ornamentals,0,2024
147,ornamentals,40.13,2024
148,ornamentals,0,2024
149,ornamentals,0,2024
